470,FALSE,55166,Red Cabbage - Cole Slaw,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,11/4/2005,34,1,-5,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
471,FALSE,55167,Cole Slaw With Carrot,SOUPRO,CHAPRO,PR,LB,CS,20,,0,P,11/3/2016,-28251,-4466,-1381,0,0,1/1/1990,,,,$0.95 ,8/26/2002,7/11/2016,11/24/1999
472,FALSE,55170,Cole Slaw - Chopped,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,1/14/2012,2075,2363,800,0,0,1/1/1990,,,,$0.57 ,12/13/2003,2/24/2003,11/24/1999
473,FALSE,55171,Shredded Lettuce,CHAPRO,SOUPRO,PR,LB,CS,20,,0,P,11/3/2016,-1977,-5141,2,0,0,1/1/1990,,,,$0.70 ,12/15/2003,3/9/2015,11/24/1999
474,FALSE,55175,Cole Slaw With Red Cabbage,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,6/30/2009,9,135,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
475,FALSE,55177,Cooked Red Potato,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,6/20/2003,0,0,111,0,0,1/1/1990,,,,$27.60 ,6/20/2003,4/15/2011,11/24/1999
476,FALSE,55181,Red Pepper - Diced,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,6/23/2004,450,0,7,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
477,FALSE,55180,Garlic - Dry,EVEPRO,,PO,LB,CS,44,,0,P,,-20,19,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
478,FALSE,55182,Green Pepper - Diced,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,,0,0,0,0,0,1/1/1990,,,,$1.55 ,2/17/2000,2/17/2000,11/24/1999
479,FALSE,55185,Garlic - Peeled 4x5lb,FCBLOX,EASGAT,PR,EA,CS,4,,0,P,7/26/2016,-2414,-708,2029,0,0,1/1/1990,,,,$7.00 ,12/15/2003,4/15/2011,11/24/1999
480,FALSE,55186,Shallot - Peeled,FCBLOX,EASGAT,PR,LB,CS,20,,0,P,11/3/2016,-100,-199,1897,0,0,1/1/1990,,,,$2.25 ,12/15/2003,4/15/2011,11/24/1999
481,FALSE,55187,Chopped Garlic In Oil,TWIRIV,CHAPRO,PR,EA,CS,4,,0,P,9/26/2016,-348,-10,-124,0,0,1/1/1990,,,,$3.33 ,7/17/2003,4/15/2011,11/24/1999
482,FALSE,55188,Chopped Ginger In Oil,TWIRIV,CHAPRO,PR,EA,CS,4,,0,P,9/26/2016,-1842,-599,-213,0,0,1/1/1990,,,,$23.58 ,7/17/2003,4/15/2011,11/24/1999
483,FALSE,55190,Lettuce - Chopped,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,5/20/2008,-48,375,3,0,0,1/1/1990,,,,$1.20 ,3/15/2002,4/15/2011,11/24/1999
484,FALSE,55195,Lettuce - Taco Shred,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,2/22/2012,125,25,6,0,0,1/1/1990,,,,$0.05 ,5/24/2003,4/15/2011,11/24/1999
485,FALSE,55197,Roasting Vegetable,GARFRE,CHAPRO,PR,BG,CS,4,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
486,FALSE,55200,Onion - Diced,CHAPRO,,PR,LB,LB,1,,0,P,7/8/2016,-1655,321,1712,0,0,1/1/1990,,,,$0.95 ,11/12/2003,4/15/2011,11/24/1999
487,FALSE,55201,Red Onion - Diced,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,$0.35 ,10/14/2000,11/16/1999,11/24/1999
488,FALSE,55205,Onion - Sliced,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,7/8/2016,2,0,20,0,0,1/1/1990,,,,$1.00 ,12/9/2003,4/15/2011,11/24/1999
489,FALSE,55215,Romaine - Cut,CHAPRO,GARFRE,PR,LB,CS,20,,0,P,6/7/2014,2793,49,2240,0,0,1/1/1990,,,,$2.00 ,12/10/2003,4/10/2001,11/24/1999
490,FALSE,55216,Zucchini - Cut (bias),CHAPRO,GARFRE,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
491,FALSE,55217,Yellow Zucchini - Cut(bias),CHAPRO,GARFRE,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
492,FALSE,55229,Onion - Whole Peeled  20 Lb,FCBLOX,CHAPRO,PR,LB,CS,20,,0,P,10/31/2016,-16484,-204,-2983,0,0,1/1/1990,,,,$1.28 ,11/6/2014,10/12/2016,11/24/1999
493,FALSE,55220,Spinach - Cello,FCBLOX,CHAPRO,PR,BG,CS,4,,0,P,11/3/2016,-270381,-4322,147949,0,0,1/1/1990,,,,$3.63 ,1/28/2014,4/15/2011,11/24/1999
494,FALSE,55221,Spinach - Cello Stemless,FCBLOX,CHAPRO,PR,BG,CS,4,,0,P,,27,2,99,0,0,1/1/1990,,,,$5.35 ,6/25/2002,4/15/2011,11/24/1999
495,FALSE,55222,Spring Mix,FCBLOX,CHAPRO,PR,LB,CS,3,,0,P,11/3/2016,-25864,15678,-4220,0,0,1/1/1990,,,,$2.50 ,2/2/2015,4/15/2011,11/24/1999
496,FALSE,55223,Potato,GARFRE,CHAPRO,PR,BG,CS,2,,0,P,12/19/2014,-36,6,13,0,0,1/1/1990,,,,$2.94 ,2/12/2002,8/30/2016,11/24/1999
497,FALSE,55224,Zucchini - Diced,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
498,FALSE,55225,Tossed - Bon,CHAPRO,GARFRE,PR,LB,CS,20,,0,P,8/15/2014,0,3,25,0,0,1/1/1990,,,,$0.80 ,8/26/2003,4/15/2011,11/24/1999
499,FALSE,55226,Baby Spinach,CHAPRO,SOUPRO,BV,LB,CS,4,,0,P,11/20/2015,-390,-229,77,0,0,1/1/1990,,,,$3.13 ,3/2/2004,4/15/2011,11/24/1999
500,FALSE,55227,Potato - Whole Peeled,GARFRE,CHAPRO,PR,LB,CS,30,,0,P,12/6/2007,30,-140,211,0,0,1/1/1990,,,,$0.80 ,5/26/2001,4/15/2011,11/24/1999
501,FALSE,55228,Potato - Sliced Cooked,GARFRE,CHAPRO,PR,LB,CS,30,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
502,FALSE,55230,Tossed - St,CHAPRO,GARFRE,PR,LB,LB,1,,0,P,6/3/2016,-15,40,597,0,0,1/1/1990,,,,$10.96 ,10/23/2003,4/15/2011,11/24/1999
503,FALSE,55231,Romaine - Baby,CHAPRO,HERBCO,BV,CS,CS,1,,0,P,,0,0,5,0,0,1/1/1990,,,,$17.00 ,6/14/2002,4/15/2011,11/24/1999
504,FALSE,55300,Toasted Almond,CHAPRO,,M,LB,CS,20,,0,P,,0,0,1,0,0,1/1/1990,,,,$3.74 ,5/17/2001,4/15/2011,11/24/1999
505,FALSE,60100,Eggs - Aa Large,STIFAR,NATFOO,M,DZ,CS,15,,0,P,11/3/2016,-1718889,-2594,1600462,0,0,1/1/1990,,,,$0.63 ,8/11/2016,7/22/2015,11/24/1999
506,FALSE,60101,Eggs - Medium Bulk,STIFAR,NATFOO,M,DZ,CS,15,,0,P,10/31/2016,-13080,-3921,300,0,0,1/1/1990,,,,$0.88 ,2/26/2016,10/8/2013,11/24/1999
507,FALSE,60105,Eggs - Ctn Aa Large,STIFAR,NATFOO,M,DZ,CS,15,,0,P,11/3/2016,2030,-409,-63,0,0,1/1/1990,,,,$0.65 ,8/1/2016,10/8/2013,11/24/1999
508,FALSE,60110,Atsuage - Fried Tofu,TACTOF,,M,EA,CS,24,,0,P,11/3/2016,27898,-12005,3138240,0,0,1/1/1990,,,,$0.04 ,12/13/2003,4/15/2011,11/24/1999
509,TRUE,60115,Tofu - Firm,TACTOF,,M,EA,CS,12,,0,P,11/3/2016,31941,-8017,1971276,0,0,1/1/1990,,,,$0.64 ,12/9/2003,4/15/2011,11/24/1999
510,FALSE,60116,Tofu - Bulk Firm,TACTOF,,M,EA,BK,30,,0,P,1/29/2009,31653,-744,32264,0,0,1/1/1990,,,,$0.59 ,12/13/2003,7/28/2005,11/24/1999
511,FALSE,60117,Tofu - Firm (hinochi),JAPCAL,,M,EA,CS,12,,0,P,10/10/2007,-36,81,2,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
512,FALSE,60120,Tofu - Medium,TACTOF,,M,EA,CS,12,,0,P,11/3/2016,-1184308,-6174,6458712,0,0,1/1/1990,,60115,,$0.05 ,12/13/2003,4/15/2011,11/24/1999
513,FALSE,60121,Tofu - Medium Bulk,TACTOF,,M,EA,CS,25,,0,P,10/26/2007,-25,74,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
514,FALSE,60122,Tofu Burger,TACTOF,,M,EA,EA,1,,0,P,12/2/2008,90,230,394,0,0,1/1/1990,,,,$0.64 ,12/11/2003,4/15/2011,11/24/1999
515,FALSE,60123,Tofu - Raw Balls (ganmadoki),TACTOF,,M,EA,CS,24,,0,P,,0,12,0,0,0,1/1/1990,,,,$0.93 ,5/1/2001,5/1/2001,11/24/1999
516,FALSE,60124,Okara,TACTOF,,M,EA,EA,1,,0,P,7/10/2003,-8,134,2,0,0,1/1/1990,,,,$4.00 ,7/10/2003,11/16/1999,11/24/1999
517,FALSE,60125,Tofu - Soft,TACTOF,JAPCAL,M,EA,CS,12,,0,P,11/3/2016,31558,-3372,906660,0,0,1/1/1990,,,,$0.05 ,12/13/2003,4/15/2011,11/24/1999
518,FALSE,60130,Oyster Mushroom,ASIPAC,GREMON,V,LB,CS,5,,0,P,11/5/2016,2985,-42,-141,0,0,1/1/1990,,,,$3.50 ,12/21/2012,4/15/2011,11/24/1999
519,FALSE,60133,Shimeiji Mushroom,FSI,,AV,EA,CS,24,,0,P,11/4/2016,129,-1591,5,0,0,1/1/1990,,,,,,11/18/2013,11/24/1999
520,FALSE,60135,Shitake,ASIPAC,GREMON,AV,LB,CS,5,,0,P,11/4/2016,12092,-1656,-4742,0,0,1/1/1990,,,,$5.00 ,10/17/2005,10/25/2014,11/24/1999
521,FALSE,60140,Portugeuse Sausage,HOSBRO,JAPCAL,M,EA,CS,12,,0,P,,-27,61,0,0,0,1/1/1990,,,,$2.65 ,1/30/2003,11/16/1999,11/24/1999
522,FALSE,60145,Enoki Mushroom 25 Ct,FSI,,AV,EA,CS,25,,0,P,11/2/2016,-1100,-1403,-663,0,0,1/1/1990,,,,$1.00 ,12/4/2003,9/10/2014,11/24/1999
523,FALSE,60150,Frozen Pea & Carrot 2.5 Lb,MACMEA,,FR,EA,CS,12,,0,P,3/17/2012,26861,825,93,0,0,1/1/1990,,,,$1.56 ,11/18/2003,4/15/2011,11/24/1999
524,FALSE,60151,Frozen Cut Corn,MACMEA,,FR,EA,CS,12,,0,P,2/9/2010,42,8,-62,0,0,1/1/1990,,,,$1.87 ,9/26/2003,4/15/2011,11/24/1999
525,FALSE,60155,Frozen Peas,MACMEA,,FR,EA,CS,12,,0,P,8/22/2006,49,32,-15,0,0,1/1/1990,,,,$2.05 ,11/18/2003,4/15/2011,11/24/1999
526,FALSE,60160,Frozen French Fries,MACMEA,,FR,CS,CS,1,,0,P,,-3,0,0,0,0,1/1/1990,,,,$15.85 ,9/6/2002,11/16/1999,11/24/1999
527,FALSE,60170,Medjoohl Dates,CHAPRO,,M,CS,CS,1,,0,P,12/7/2007,-1,4,1,0,0,1/1/1990,,,,$39.75 ,11/20/2002,11/16/1999,11/24/1999
528,FALSE,90100,Misc. Goods,ZZZZZZ,,M,EA,EA,1,,0,P,10/31/2016,-777,37,-101,0,0,1/1/1990,,,,$13.30 ,3/17/2003,11/24/2000,11/24/1999
529,FALSE,90105,Shirataki,HOSBRO,JFCINT,M,EA,CS,24,,0,P,10/31/2016,258,35,24,0,0,1/1/1990,,,,$0.45 ,4/4/2001,11/16/1999,11/24/1999
530,FALSE,90111,Somen Noodle,JFCINT,HOSBRO,M,EA,CS,12,,0,P,7/22/2015,-48,5,52,0,0,1/1/1990,,,,$1.00 ,8/15/2003,4/15/2011,11/24/1999
531,FALSE,90115,Edamame,FSI,HOSBRO,FR,EA,CS,20,,0,P,9/19/2016,-1214,-827,-115,0,0,1/1/1990,,,,$1.07 ,12/5/2003,1/7/2012,11/24/1999
532,FALSE,90120,Konnyaku,SEASIA,JFCINT,M,EA,CS,24,,0,P,5/14/2013,47,-4,3,0,0,1/1/1990,,,,$0.63 ,2/11/2003,4/15/2011,11/24/1999
533,FALSE,90121,Can Baby Corn,FSI,SUNTAI,M,EA,CS,6,,0,P,9/5/2003,0,0,0,0,0,1/1/1990,,,,$2.58 ,9/5/2003,11/16/1999,11/24/1999
534,FALSE,90122,Cashews Roasted Salted,TOTFOO,,M,LB,CS,25,,0,P,6/29/2015,-109,-109,1,0,0,1/1/1990,,,,$3.93 ,11/4/2003,4/15/2011,11/24/1999
535,FALSE,90123,Pistachio,PETFRU,,M,LB,CS,20,,0,P,6/29/2015,18,0,0,0,0,1/1/1990,,,,,,12/19/2003,11/24/1999
536,FALSE,90124,Peanut In Shell,PETFRU,,M,EA,CS,24,,0,P,9/3/2009,72,27,1,0,0,1/1/1990,,,,$1.06 ,5/25/2001,4/15/2011,11/24/1999
537,FALSE,90125,Ponsu,,,F,EA,CS,1,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/16/1999,11/24/1999
538,FALSE,90130,Aburage,HOSBRO,,M,CS,CS,1,,0,P,7/7/2016,-263,252,62,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
539,FALSE,90131,Mesquite Charcoal,CHAPRO,,M,BG,BG,1,,0,P,4/28/2005,-3,0,0,0,0,1/1/1990,,,,$12.45 ,11/17/2000,11/16/1999,11/24/1999
540,FALSE,90135,Takuwan,HOSBRO,JFCINT,M,EA,CS,12,,0,P,10/31/2016,-47,-15,88,0,0,1/1/1990,,,,$3.64 ,4/25/2003,2/1/2012,11/24/1999
541,FALSE,90136,Panko - Bulk,FSI,SEASIA,M,BG,BG,1,,0,P,10/18/2016,-147,-72,49,0,0,1/1/1990,,,,$22.98 ,12/7/2006,5/26/2015,11/24/1999
542,FALSE,90137,Tempura Mix - Bulk,FSI,SEASIA,M,BG,BG,1,,0,P,10/21/2016,-54,-41,18,0,0,1/1/1990,,,,$21.80 ,12/5/2003,4/15/2011,11/24/1999
543,FALSE,90150,Matsutake #1,VIBMIN,,SVF,LB,LB,1,,0,P,10/24/2016,-307,38,2,0,0,1/1/1990,,,,,,10/6/2007,11/24/1999
544,FALSE,90151,Matsutake #2,VIBMIN,,SVF,LB,LB,1,,0,P,10/26/2015,-316,55,-2,0,0,1/1/1990,,,,,,10/4/2013,11/24/1999
545,FALSE,90152,Matsutake #3,VIBMIN,,SVF,LB,LB,1,,0,P,10/17/2016,-863,44,2,0,0,1/1/1990,,,,,,9/5/2007,11/24/1999
546,FALSE,90160,Shipping And Handling,FCBLOX,,M,EA,EA,1,,0,P,11/3/2016,32767,4,-15505,0,0,1/1/1990,,,,$140.00 ,12/15/2003,5/31/2006,11/24/1999
547,FALSE,90165,Chestnut - Italian,FCBLOX,,SVF,LB,SX,25,,0,P,12/7/2012,76,22,4,0,0,1/1/1990,,,,$2.35 ,11/19/2003,4/15/2011,11/24/1999
548,FALSE,90170,Baby Yellow Squash,CHAPRO,ROSELL,BV,LB,CS,5,,0,P,11/17/2005,25,5,1,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
549,FALSE,90175,Baby Zucchini,CHAPRO,ROSELL,BV,LB,LB,1,,0,P,9/6/2016,-16,0,44,0,0,1/1/1990,,,,$5.00 ,11/16/2002,4/15/2011,11/24/1999
550,FALSE,90180,Fruit Basket - Small,CHAPRO,,M,EA,EA,1,,0,P,,-60,23,10,0,0,1/1/1990,,,,$5.40 ,12/10/2003,4/15/2011,11/24/1999
551,FALSE,90185,Fruit Basket - Medium,CHAPRO,,M,EA,EA,1,,0,P,11/26/2003,-135,11,1,0,0,1/1/1990,,,,$5.75 ,12/8/2003,4/15/2011,11/24/1999
552,FALSE,90190,Fruit Basket - Large,CHAPRO,,M,EA,EA,1,,0,P,12/12/2005,-41,4,31,0,0,1/1/1990,,,,$5.75 ,12/10/2003,4/15/2011,11/24/1999
553,FALSE,90191,Apple-gift Box,PETFRU,COABRO,SFF,CS,CS,1,,0,P,12/16/2004,3,5,-3,0,0,1/1/1990,,,,,,1/11/2005,11/24/1999
554,FALSE,90200,Rice - Niko Niko  40#,SEASIA,,M,BA,SX,1,,0,P,10/31/2016,-140,-31,936,0,0,1/1/1990,,,,$26.13 ,1/26/2006,10/6/2016,11/24/1999
555,FALSE,90201,Rice - Nishiki 50#,JFCINT,,M,SX,SX,1,,0,P,5/1/2009,6,0,0,0,0,1/1/1990,,,,$48.75 ,4/12/2000,5/1/2009,11/24/1999
556,FALSE,90300,Misc. Groceries,,,M,EA,EA,1,,0,P,,-1981,18,29,0,0,1/1/1990,,,,$100.00 ,3/11/2002,4/15/2011,11/24/1999
557,FALSE,90400,Plastic Roll Bags,SMACHO,INTPRO,M,EA,CS,4,,0,P,11/3/2016,481,8,-34,0,0,1/1/1990,,,,$6.75 ,10/11/2005,4/15/2011,11/24/1999
558,FALSE,90410,Chopsticks,SMACHO,INTPRO,M,CS,CS,1,,1,P,1/2/2015,1164,14,35,0,0,1/1/1990,,,,$13.00 ,12/11/2003,4/12/2012,11/24/1999
559,FALSE,90420,T- Shirt Bags 10 X 6.5x20,SMACHO,INTPRO,M,CS,CS,1,,0,P,11/3/2016,2633,2,141,0,0,1/1/1990,,,,$15.00 ,3/22/2000,7/22/2016,11/24/1999
597,FALSE,10100,Bokchoy (wga),FCBLOX,COABRO,AV,LB,CS,60,,0,P,11/3/2016,6615,-2928,5910,0,0,1/1/1990,,,,$0.36 ,8/18/2016,9/23/2013,11/30/1999
598,FALSE,55106,Salad Sprout,CHAPRO,HARFAR,V,EA,EA,1,,0,P,3/5/2004,-5,0,16,0,0,1/1/1990,,,,$4.28 ,2/22/2000,4/15/2011,1/6/2000
599,FALSE,55206,Sliced Green Pepper,GARFRE,,PR,LB,CS,20,,0,P,,20,0,0,0,0,1/1/1990,,,,,,5/31/2001,1/7/2000
600,FALSE,20239,Broccolini,CHAPRO,,SV,BU,CS,18,,0,P,10/29/2016,6799,-595,494,0,0,1/1/1990,,,,$28.10 ,5/1/2001,2/25/2015,1/11/2000
601,FALSE,60165,Spring Roll Wrappers,WELSUP,,N,EA,CS,48,,0,P,12/3/2015,681,-64,727,0,0,1/1/1990,,,,$0.67 ,3/21/2002,4/15/2011,1/12/2000
602,FALSE,60166,Rice Stick Noodles,FSI,,N,CS,CS,60,,0,P,7/31/2004,-29,24,0,0,0,1/1/1990,,,,$0.24 ,3/21/2002,7/31/2004,1/12/2000
603,FALSE,10181,Ti Leaf Red,CHAPRO,FSI,AV,BU,BU,1,BU,0,P,9/17/2009,3,10,101,0,0,1/1/1990,,,,$9.50 ,11/7/2003,4/15/2011,1/13/2000
604,FALSE,35115,Danish Squash,FCBLOX,,PO,LB,CS,35,,0,P,10/18/2016,6608,0,1285,0,0,1/1/1990,,,,$0.50 ,9/23/2003,10/3/2016,1/13/2000
605,FALSE,35111,Hubbard Squash,CHAPRO,PACRIM,PO,LB,LB,1,,0,P,11/24/2007,0,-15,8,0,0,1/1/1990,,,,$0.20 ,10/23/2000,4/15/2011,1/13/2000
606,FALSE,10205,Thai Eggplant,FSI,HAUHAU,AV,LB,LB,1,,0,P,11/4/2016,-10157,-570,13974,0,0,1/1/1990,,,,$1.20 ,6/14/2012,4/15/2011,1/13/2000
607,FALSE,25118,Red Grape Tomato,CHAPRO,ROSELL,T,EA,CS,12,,0,P,11/3/2016,1898,-541,374,0,0,1/1/1990,,,,$0.75 ,4/29/2016,4/15/2011,1/14/2000
608,FALSE,45161,Japanese Mikan,FSI,,SFF,CS,CS,1,,0,P,,0,1,0,0,0,1/1/1990,,,,$6.00 ,12/1/2001,5/31/2001,1/17/2000
609,FALSE,10139,Japanese Kabu (turnip),JAPCAL,,AV,BU,CS,24,,0,P,,0,0,2,0,0,1/1/1990,,,,$0.45 ,1/20/2000,4/15/2011,1/18/2000
610,FALSE,90126,Kokuho Rice 5# Bags,SEASIA,,M,EA,CS,8,,0,P,1/23/2014,-20,0,0,0,0,1/1/1990,,,,$2.22 ,8/11/2001,1/24/2014,1/19/2000
611,FALSE,90225,Brown Rice  Kokuho 20#,SEASIA,,N,BG,BG,1,,0,P,7/16/2016,1,11,9,0,0,1/1/1990,,,,$9.05 ,5/11/2000,4/15/2011,1/21/2000
612,FALSE,50101,Arugula,CHAPRO,HERBCO,L,CS,CS,2,,0,P,5/7/2016,298,-2,135,0,0,1/1/1990,,,,$3.18 ,12/3/2003,10/24/2015,1/24/2000
614,FALSE,90127,Toasted Almonds,PACFOO,,M,LB,CS,25,,0,P,,0,1,1,0,0,1/1/1990,,,,$3.10 ,1/25/2000,4/15/2011,1/25/2000
616,FALSE,10183,Ba Ha,ASIDIS,,AV,LB,LB,1,,0,P,6/1/2012,-119,22,7,0,0,1/1/1990,,,,$0.95 ,7/7/2003,4/15/2011,1/27/2000
617,FALSE,90205,Nishiki 20#,JFCINT,,M,BG,BG,1,,0,P,,0,0,0,0,0,1/1/1990,,,,$9.40 ,5/11/2000,1/27/2000,1/27/2000
618,FALSE,90202,Rice- Kokuho 40#,SEASIA,,N,SX,SX,1,,0,P,10/31/2016,-42,-10,54,0,0,1/1/1990,,,,$32.60 ,4/9/2012,11/22/2011,1/28/2000
619,FALSE,90600,Inari - Seasoned Package,JFCINT,,FR,EA,EA,1,,0,P,1/26/2004,-1,0,22,0,0,1/1/1990,,,,$8.50 ,4/8/2004,4/15/2011,1/28/2000
620,FALSE,90601,Kampyo,JFCINT,,N,EA,EA,1,,0,P,4/1/2011,2,0,-74,0,0,1/1/1990,,,,$9.36 ,4/8/2004,9/30/2013,1/28/2000
621,FALSE,90602,Bamboo Shoots -sliced,JFCINT,,M,EA,CS,6,,0,P,9/24/2013,114,7,34,0,0,1/1/1990,1/1/2020,,,$2.33 ,1/28/2000,1/28/2000,1/28/2000
622,FALSE,60803,Teriyaki Nori,JFCINT,,M,EA,CS,12,,0,P,11/6/2009,242,0,0,0,0,1/1/1990,,,,$1.60 ,1/28/2000,1/28/2000,1/28/2000
623,FALSE,60804,Sushi Nori,JFCINT,,M,EA,EA,1,,0,P,9/17/2013,-14,0,-2,0,0,1/1/1990,,,,$10.00 ,3/5/2013,1/28/2000,1/28/2000
624,FALSE,90805,Kikkoman Aji Mirin 60 Oz.,SEASIA,,M,EA,CS,6,,0,P,4/18/2016,5,0,12,0,0,1/1/1990,,,,$7.05 ,4/26/2002,4/25/2002,1/28/2000
625,FALSE,90806,Sapporo Ichiban,JFCINT,,M,CS,CS,1,,0,P,7/14/2016,2,3,32,0,0,1/1/1990,,,,$7.30 ,12/5/2003,4/15/2011,1/28/2000
626,FALSE,90807,Kikkoman Shoyu-milder 1l,JFCINT,,M,EA,CS,6,,0,P,7/14/2016,4,0,0,0,0,1/1/1990,1/1/2020,,,$4.93 ,1/28/2000,1/28/2000,1/28/2000
628,FALSE,90809,Dry Shitake - Bulk,FSI,,M,BG,BG,1,,0,P,10/18/2016,-55,58,35,0,0,1/1/1990,1/1/2020,,,$28.10 ,10/24/2007,4/15/2011,1/28/2000
629,FALSE,55124,Baby Peeled Carrot  1lb,CHAPRO,,PR,EA,EA,1,,0,P,10/27/2016,-11174,-1,2307,0,0,1/1/1990,,,,$1.00 ,11/28/2003,4/15/2011,2/4/2000
630,FALSE,55127,Lime Juice (gallon),CHAPRO,,M,EA,EA,1,,0,P,10/18/2013,20,1,5,0,0,1/1/1990,,,,$15.70 ,1/18/2002,4/15/2011,2/4/2000
631,FALSE,90138,Harusame Marony,FSI,,N,EA,EA,1,,0,P,,-4,0,59,0,0,1/1/1990,1/1/2020,,,$106.00 ,1/8/2001,4/15/2011,2/8/2000
632,FALSE,90139,Mustard - Powder,FSI,,N,EA,EA,1,,0,P,,0,28,0,0,0,1/1/1990,1/2/2020,,,$9.67 ,2/8/2000,2/8/2000,2/8/2000
633,FALSE,90155,Instant Beef Broth,ASIDIS,,N,EA,CS,24,,0,P,,0,0,0,0,0,1/1/1990,1/1/2020,,,$1.10 ,2/9/2000,2/9/2000,2/9/2000
634,FALSE,90141,Tempura Mix - Hime,SEASIA,,N,EA,CS,12,,0,P,,0,0,0,0,0,1/1/1990,1/1/2020,,,$1.57 ,10/30/2000,2/9/2000,2/9/2000
635,FALSE,90203,Rice Kokuho 15 Lb,SEASIA,,N,SX,SX,1,,0,P,4/16/2013,18,16,36,0,0,1/1/1990,,,,$12.60 ,6/3/2013,6/3/2013,2/9/2000
636,FALSE,90142,Karaage Ko Mix,SEASIA,,N,EA,CS,10,,0,P,,0,0,2,0,0,1/1/1990,,,,$1.47 ,9/25/2001,4/15/2011,2/9/2000
637,FALSE,90144,Tonkatsu Sauce - Bulldog,SEASIA,,N,EA,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,$2.38 ,2/9/2000,2/9/2000,2/9/2000
638,FALSE,90145,Sb Curry Sauce,SEASIA,,N,EA,CS,0,,0,P,12/1/2015,2522,10,-2712,0,0,1/1/1990,,,,$0.13 ,9/16/2003,10/6/2012,2/9/2000
639,FALSE,90146,Ochazuke Nori,SEASIA,,N,EA,CS,20,,0,P,12/1/2015,4363,-3,-4810,0,0,1/1/1990,,,,$0.06 ,12/5/2003,8/6/2008,2/9/2000
640,FALSE,90147,Sesame Seed- Shiro,SEASIA,,M,EA,CS,12,,0,P,6/5/2007,36,0,-22,0,0,1/1/1990,,,,$1.62 ,5/11/2000,4/15/2011,2/9/2000
642,FALSE,60805,Teyaki Nori - Ajitsuke,SEASIA,,M,EA,CS,12,,0,P,7/14/2016,98,12,-403,0,0,1/1/1990,,,,$2.00 ,6/18/2012,4/15/2011,2/9/2000
643,FALSE,30101,Red Belgian Endive,CHAPRO,,SV,LB,CS,5,,0,P,10/8/2007,-3,10,10,0,0,1/1/1990,,,,$4.54 ,2/10/2000,4/15/2011,2/10/2000
644,FALSE,25133,Tomato 4x5 Vine Ripe,FCBLOX,,T,LB,CS,25,,0,P,8/7/2014,1047,57,8,0,0,1/1/1990,,,,$0.38 ,9/10/2003,4/15/2011,2/10/2000
645,FALSE,55178,Cooked Red Potato- Quartered,CHAPRO,GARFRE,PR,CS,CS,1,,0,P,,0,200,0,0,0,1/1/1990,,,,$1.05 ,2/17/2000,6/20/2003,2/17/2000
646,FALSE,90171,Bamboo Shoots - Bulk Can,JFCINT,JAPCAL,PR,EA,CS,6,,0,P,12/20/2005,-31,38,6,0,0,1/1/1990,,,,$13.50 ,6/19/2001,4/15/2011,2/23/2000
647,FALSE,60106,Eggs Bulk Extra Large,BROFAR,,M,DZ,CS,15,,0,P,,-75,24,0,0,0,1/1/1990,,,,$0.80 ,2/24/2000,2/24/2000,2/24/2000
648,FALSE,90102,Dashi Kombu,SEASIA,FSI,M,EA,EA,1,,0,P,,0,0,0,0,0,1/1/1990,,,,$19.00 ,10/29/2001,7/30/2005,2/24/2000
649,FALSE,45143,Orange Zest,CHAPRO,,FR,EA,EA,1,,0,P,12/2/2005,0,1,0,0,0,1/1/1990,,,,$10.00 ,9/11/2003,5/31/2001,3/10/2000
650,FALSE,35112,Baker 40 Count,CHAPRO,FCBLOX,PO,CS,CS,1,,0,P,4/8/2004,-5,0,2,0,0,1/1/1990,,,,$10.00 ,8/23/2003,4/15/2011,3/14/2000
